label,message,tokens,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,"['tap', 'spile', 'seven', 'pub', 'ga', 'st', 'broad', 'st', 'canal', 'ok']",0.0028052828,0.003903434,0.004717456,0.09098413,0.09363732,0.093637556,0.093637556,0.093637556,0.093637556,0.093637556,0.093637556,0.093637556,0.027426217,0.027426228,0.09363705
ham,Ok then i come n pick u at engin?,"['ok', 'come', 'n', 'pick', 'u', 'engin']",0.0031126826,0.0038149098,0.0045524174,0.09240573,0.094706774,0.094706945,0.09470695,0.09470695,0.09470695,0.09470695,0.09470695,0.09470695,0.021876447,0.021876056,0.094706304
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,"['never', 'want', 'tell', 'im', 'short', 'onedg', 'late']",0.70258915,0.018349167,0.017595043,0.02258532,0.022792729,0.022792764,0.022792764,0.022792764,0.022792764,0.022792764,0.022792764,0.022792764,0.016873097,0.016873041,0.022793023
ham,Raviyog Peripherals bhayandar east,"['raviyog', 'peripher', 'bhayandar', 'east']",0.002836003,0.004290181,0.00537435,0.09307744,0.09356818,0.09356707,0.09356705,0.09356705,0.09356705,0.09356705,0.09356705,0.09356705,0.026161354,0.026160326,0.09356277
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,"['k', 'actual', 'guy', 'meet', 'sunoco', 'howard', 'right', 'way']",0.0032284919,0.0038067354,0.0045209075,0.092690974,0.09506181,0.09506198,0.095061995,0.095061995,0.095061995,0.095061995,0.095061995,0.095061995,0.020097397,0.020097105,0.09506249
spam,You have 1 new voicemail. Please call 08719181513.,"['new', 'voicemail', 'pleas', 'call']",0.0035809763,0.003892531,0.0045069084,0.09548831,0.09429636,0.09429665,0.094296664,0.094296664,0.094296664,0.094296664,0.094296664,0.094296664,0.021930637,0.021930272,0.09429744
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night","['moon', 'come', 'color', 'dream', 'star', 'make', 'music', 'sm', 'give', 'warm', 'peac', 'sleep', 'good', 'night']",0.0118238395,0.3527885,0.30324027,0.029451897,0.030129634,0.030129606,0.030129606,0.030129606,0.030129606,0.030129606,0.030129606,0.030129606,0.015764518,0.015764434,0.030129647
ham,Just finished eating. Got u a plate. NOT leftovers this time.,"['finish', 'eat', 'got', 'u', 'plate', 'leftov', 'time']",0.0029982424,0.003738436,0.0045334375,0.09140657,0.094678715,0.09467886,0.094679095,0.094679095,0.094679095,0.094679095,0.094679095,0.094679095,0.022606364,0.02260555,0.09467922
ham,Thanx a lot...,"['thanx', 'lot']",0.0037196318,0.0033205005,0.0047311825,0.09197863,0.09346213,0.09346225,0.09346225,0.09346225,0.09346225,0.09346225,0.09346225,0.09346225,0.02754516,0.027544642,0.09346241
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,"['hurri', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'im', 'starv', 'dont', 'ask', 'cook']",0.3644251,0.42242357,0.013525838,0.016908702,0.016861865,0.016861882,0.016861882,0.016861882,0.016861882,0.016861882,0.016861882,0.016861882,0.0154799735,0.015479952,0.016861882
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,"['lol', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'im', 'meant', 'fatti']",0.0036666838,0.0055380687,0.01088623,0.06454907,0.07593711,0.075937286,0.075937316,0.075937316,0.075937316,0.075937316,0.075937316,0.075937316,0.11596529,0.11596251,0.07593397
ham,Its a great day. Do have yourself a beautiful one.,"['great', 'day', 'beauti', 'one']",0.006200061,0.00388821,0.0034966804,0.08965472,0.092990234,0.0929903,0.09299031,0.0929903,0.0929903,0.0929903,0.0929903,0.0929903,0.029922616,0.029921774,0.09299351
ham,What happened in interview?,"['happen', 'interview']",0.00325853,0.004983194,0.008878236,0.072910845,0.07335599,0.07334603,0.0733459,0.0733459,0.0733459,0.0733459,0.0733459,0.0733459,0.124923065,0.124922425,0.07334628
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","['solv', 'case', 'man', 'found', 'murder', 'ltdecimalgt', 'ltgt', 'afternoon', 'wife', 'call', 'polic', 'polic', 'question', 'everyon', 'wife', 'siri', 'sleep', 'murder', 'took', 'place', 'cook', 'cook', 'garden', 'pick', 'veget', 'housemaid', 'went', 'post', 'offic', 'children', 'went', 'play', 'neighbour', 'went', 'marriag', 'polic', 'arrest', 'murder', 'immedi', 'who', 'repli', 'reason', 'u', 'r', 'brilliant']",0.75586915,0.016821558,0.017161597,0.017544538,0.01755119,0.017551199,0.017551199,0.017551199,0.017551199,0.017551199,0.017551199,0.017551199,0.01732113,0.017321106,0.01755119
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,"['badrith', 'chennaii', 'sure', 'pick', 'usno', 'competit']",0.10041352,0.3536895,0.36054024,0.015710877,0.015692668,0.015692675,0.015692675,0.015692675,0.015692675,0.015692675,0.015692675,0.015692675,0.01420587,0.014205864,0.015692683
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,"['tot', 'group', 'mate', 'lucki', 'havent', 'repli', 'wat', 'time', 'ü', 'need', 'leav']",0.72125685,0.030066542,0.017533345,0.019551132,0.019605886,0.019605896,0.019605896,0.019605896,0.019605896,0.019605896,0.019605896,0.019605896,0.01756965,0.017569566,0.019605886
ham,Hey you around? I've got enough for a half + the ten I owe you,"['hey', 'around', 'ive', 'got', 'enough', 'half', 'ten', 'owe']",0.0044908384,0.0039385566,0.0045767445,0.07660103,0.07548436,0.07548494,0.07548492,0.07548492,0.07548492,0.07548492,0.07548492,0.07548492,0.11551863,0.11551026,0.07548522
ham,Hey tmr maybe can meet you at yck,"['hey', 'tmr', 'mayb', 'meet', 'yck']",0.0039211363,0.0037020966,0.0040199524,0.093033195,0.09549181,0.095492035,0.095492035,0.095492035,0.095492035,0.095492035,0.095492035,0.095492035,0.017947963,0.017947806,0.09549183
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,"['alrit', 'sam', 'nic', 'checkin', 'ur', 'numberso', 'ittb']",0.006233235,0.0068743154,0.25083566,0.020887008,0.021251794,0.021251794,0.021251794,0.021251794,0.021251794,0.021251794,0.021251794,0.021251794,0.26194122,0.2619623,0.021251803
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,"['make', 'easi', 'pay', 'back', 'ltgt', 'yr', 'say', 'pay', 'back', 'earlier', 'get']",0.0073481547,0.0036960712,0.003440478,0.092922725,0.09479658,0.09479594,0.09479595,0.09479595,0.09479595,0.09479595,0.09479595,0.09479595,0.019714221,0.019713944,0.094796166
ham,Not to worry. I'm sure you'll get it.,"['worri', 'im', 'sure', 'youll', 'get']",0.0049134498,0.004044352,0.005669174,0.06163588,0.07460581,0.07460807,0.07460808,0.07460808,0.07460808,0.07460808,0.07460808,0.07460808,0.12613682,0.1261315,0.074606456
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard","['ga', 'station', 'like', 'block', 'away', 'hous', 'youll', 'drive', 'right', 'sinc', 'armenia', 'end', 'swann', 'take', 'howard']",0.12964872,0.011622907,0.01180942,0.07303683,0.07487554,0.074875794,0.074875794,0.074875794,0.074875794,0.074875794,0.074875794,0.074875794,0.05000384,0.04999646,0.07487567
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ","['someon', 'u', 'know', 'ask', 'date', 'servic', 'contact', 'cant', 'guess', 'call', 'reveal', 'pobox', 'lshb', 'p']",0.004656409,0.0034870235,0.0051594987,0.09646413,0.09449574,0.09449545,0.09449544,0.09449545,0.09449545,0.09449545,0.09449545,0.09449545,0.019886578,0.019886209,0.09449622
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,"['camera', 'award', 'sipix', 'digit', 'camera', 'call', 'fromm', 'landlin', 'deliveri', 'within', 'day']",0.76593715,0.016530685,0.016829161,0.016748777,0.016737768,0.016737768,0.016737768,0.016737768,0.016737768,0.016737768,0.016737768,0.016737768,0.016657272,0.016657272,0.016737768
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,"['tuition', 'hm', 'go', 'one', 'mind']",0.0031737292,0.0038720206,0.004877432,0.092066534,0.094359964,0.094359964,0.094359994,0.094359994,0.094359994,0.094359994,0.094359994,0.094359994,0.02338503,0.023384629,0.09436077
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit","['im', 'smoke', 'peopl', 'use', 'wyli', 'smoke', 'much', 'justifi', 'ruin', 'shit']",0.0036709574,0.0037122394,0.0046881298,0.09138811,0.09654529,0.096545435,0.09654544,0.09654544,0.09654544,0.09654544,0.09654544,0.09654544,0.013816015,0.013815762,0.09654541
ham,Dear good morning how you feeling dear,"['dear', 'good', 'morn', 'feel', 'dear']",0.005281644,0.0036570414,0.0035124638,0.09065471,0.09194267,0.091942884,0.091942854,0.09194284,0.09194284,0.09194284,0.09194284,0.09194284,0.03470481,0.03470322,0.09194351
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,"['littl', 'med', 'say', 'take', 'everi', 'hour', 'pain', 'back', 'took', 'anoth', 'hope', 'dont', 'die']",0.005307634,0.0055989902,0.0073867003,0.09024531,0.094981134,0.09498162,0.09498159,0.094981596,0.094981596,0.094981596,0.094981596,0.094981596,0.01831392,0.018313566,0.094981596
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","['beauti', 'tomorrow', 'never', 'come', 'come', 'alreadi', 'today', 'hunt', 'beauti', 'tomorrow', 'dont', 'wast', 'wonder', 'today', 'goodmorn']",0.00518054,0.0041156732,0.0051546213,0.0951336,0.091722,0.09172207,0.09172204,0.09172204,0.09172204,0.09172204,0.09172204,0.09172204,0.03245944,0.03245787,0.09172193
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,"['dunno', 'lei', 'ü', 'decid', 'lor', 'abt', 'leona', 'oop', 'tot', 'ben', 'go', 'n', 'msg']",0.0052819466,0.0032605447,0.003689236,0.091277026,0.09679426,0.09679305,0.09679307,0.09679307,0.09679307,0.09679307,0.09679307,0.09679307,0.012677349,0.012676494,0.09679171
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,"['hi', 'move', 'pub', 'would', 'great', 'c', 'u', 'u', 'cud', 'come']",0.0041794796,0.0034542386,0.0041938815,0.08125691,0.09588718,0.095887356,0.09588738,0.09588737,0.09588737,0.09588737,0.09588737,0.09588737,0.021963136,0.021963235,0.095890254
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,"['today', 'voda', 'number', 'end', 'select', 'receiv', 'award', 'hava', 'match', 'pleas', 'call', 'quot', 'claim', 'code', 'standard', 'rate', 'app']",0.7676405,0.016765958,0.016849766,0.016567325,0.016557746,0.016557746,0.016557746,0.016557746,0.016557746,0.016557746,0.016557746,0.016557746,0.016578445,0.016578453,0.016557746
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,"['messag', 'free', 'welcom', 'new', 'improv', 'sex', 'dog', 'club', 'unsubscrib', 'servic', 'repli', 'stop', 'msgsp']",0.025108742,0.0057313587,0.0054558176,0.06208285,0.06608163,0.066082396,0.06608238,0.06608238,0.06608238,0.06608238,0.06608238,0.06608238,0.15343975,0.15343998,0.06608311
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","['honeybe', 'said', 'im', 'sweetest', 'world', 'god', 'laugh', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'read', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn']",0.006984612,0.004187125,0.003984203,0.09349955,0.09818889,0.09818915,0.09818914,0.09818915,0.09818915,0.09818915,0.09818915,0.09818915,0.003821621,0.003821619,0.098188296
ham,Just do what ever is easier for you,"['ever', 'easier']",0.01002545,0.0032926109,0.004414677,0.09153296,0.09412352,0.09412386,0.09412383,0.09412384,0.09412384,0.09412384,0.09412384,0.09412384,0.021812428,0.021812018,0.09411936
spam,RCT' THNQ Adrian for U text. Rgds Vatian,"['rct', 'thnq', 'adrian', 'u', 'text', 'rgd', 'vatian']",0.002969911,0.004179892,0.005151036,0.0936203,0.09457737,0.094574,0.094573945,0.094573945,0.094573945,0.094573945,0.094573945,0.094573945,0.021454904,0.02145445,0.094574414
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,"['stop', 'call', 'everyon', 'say', 'might', 'cancer', 'throat', 'hurt', 'talk', 'cant', 'answer', 'everyon', 'call', 'get', 'one', 'call', 'im', 'babysit', 'monday']",0.0040136627,0.0035035694,0.008644209,0.09747942,0.09336226,0.0933634,0.0933634,0.09336341,0.09336341,0.09336341,0.09336341,0.09336341,0.0230499,0.023049552,0.09335371
ham,"It'll be tough, but I'll do what I have to","['itll', 'tough', 'ill']",0.009029236,0.2559259,0.2782149,0.015917143,0.015923398,0.015923398,0.015923398,0.015923398,0.015923398,0.015923398,0.015923398,0.015923398,0.14877307,0.14882933,0.015923405
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,"['im', 'gonnamissu', 'muchi', 'would', 'say', 'il', 'send', 'u', 'postcard', 'butther', 'abouta', 'much', 'chanc', 'merememberin', 'asther', 'ofsi', 'breakin', 'contract', 'luv', 'yaxx']",0.0059644184,0.009139387,0.22632964,0.030501762,0.02743443,0.02743446,0.02743446,0.02743446,0.02743446,0.02743446,0.02743446,0.02743446,0.240577,0.24057782,0.027434403
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', 'name', 'hanuman', 'bajarangabali', 'maruti', 'pavanaputra', 'sankatmochan', 'ramaduth', 'mahav', 'ee', 'name', 'ltgt', 'janarig', 'ivatt', 'kalisidar', 'next', 'saturday', 'olag', 'ondu', 'good', 'news', 'keluviri', 'maretar', 'ind', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet']",0.0031332907,0.0042410265,0.0053122523,0.09215926,0.093850434,0.093847506,0.093847506,0.0938475,0.0938475,0.0938475,0.0938475,0.0938475,0.025262496,0.02526202,0.093846746
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,"['hi', 'darlin', 'finish', 'u', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx']",0.0045554177,0.0034355335,0.0049183313,0.09432442,0.09481776,0.09481863,0.09481864,0.09481864,0.09481864,0.09481864,0.09481864,0.09481864,0.019699262,0.019700319,0.09481848
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!","['set', 'place', 'heart', 'mind', 'mind', 'easili', 'forget', 'heart', 'alway', 'rememb', 'wish', 'happi', 'valentin', 'day']",0.005187603,0.0040475274,0.0038287737,0.07118841,0.077429146,0.07742945,0.07742943,0.07742944,0.07742944,0.07742944,0.07742944,0.07742944,0.109442614,0.109437376,0.077432536
ham,But i'm surprised she still can guess right lor...,"['im', 'surpris', 'still', 'guess', 'right', 'lor']",0.004689111,0.0043370393,0.0054395725,0.09420623,0.09563913,0.09563909,0.09563908,0.09563908,0.09563908,0.09563908,0.09563908,0.09563908,0.015288335,0.015288312,0.09563878
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,"['oki', 'ü', 'wan', 'meet', 'bishan', 'co', 'bishan', 'im', 'drive', 'today']",0.004405563,0.0034040303,0.004609557,0.0955707,0.09531418,0.095314346,0.095314346,0.095314346,0.095314346,0.095314346,0.095314346,0.095314346,0.017091585,0.017091407,0.09531261
ham,Oh ho. Is this the first time u use these type of words,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",0.003689204,0.0033505512,0.0060543143,0.09609456,0.095110446,0.09511048,0.095110476,0.09511048,0.09511048,0.09511048,0.09511048,0.09511048,0.017409192,0.01740886,0.0951094
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,"['hi', 'darlin', 'work', 'u', 'get', 'troubl', 'ijust', 'talk', 'mum', 'morn', 'realli', 'good', 'time', 'last', 'night', 'im', 'goin', 'soon', 'call', 'u']",0.060694594,0.0065566436,0.005876598,0.086973846,0.08877523,0.08877561,0.08877562,0.08877562,0.08877562,0.08877562,0.08877562,0.08877562,0.02045899,0.020459166,0.08877557
ham,I know you are serving. I mean what are you doing now.,"['know', 'serv', 'mean']",0.003153693,0.0040857247,0.005115401,0.09511919,0.09430034,0.09429981,0.094299786,0.094299786,0.094299786,0.094299786,0.094299786,0.094299786,0.02191376,0.021914382,0.09429901
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...","['huh', 'hyde', 'park', 'mel', 'ah', 'opp', 'got', 'confus', 'anyway', 'tt', 'e', 'best', 'choic', 'den', 'juz', 'take']",0.401513,0.016609984,0.016169967,0.050884746,0.05293209,0.05293227,0.05293227,0.05293226,0.05293226,0.05293226,0.05293226,0.05293226,0.019216545,0.019216012,0.05293175
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,"['oh', 'gei', 'happend', 'tron', 'mayb', 'ill', 'dl']",0.0029903217,0.0039321585,0.005059648,0.09543828,0.09432675,0.09432694,0.09432694,0.09432694,0.09432694,0.09432694,0.09432694,0.09432694,0.021818707,0.021818312,0.09432719
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","['free', 'messag', 'activ', 'free', 'text', 'messag', 'repli', 'messag', 'word', 'free', 'term', 'condit', 'visit']",0.78071314,0.016565982,0.01627521,0.0155794965,0.015573183,0.015573183,0.015573183,0.015573183,0.015573183,0.015573183,0.015573183,0.015573183,0.015353692,0.015353692,0.015573199
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,"['know', 'girl', 'alway', 'safe', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night']",0.004892197,0.0036817018,0.0034286762,0.093662106,0.09522233,0.095222175,0.095222175,0.095222175,0.095222175,0.095222175,0.095222175,0.095222175,0.018667905,0.018667528,0.0952225
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ","['worri', 'hope', 'photo', 'shoot', 'went', 'well', 'spif', 'fun', 'workag']",0.0034365174,0.0038322008,0.004683638,0.08188813,0.08496219,0.08496273,0.08496247,0.08496247,0.08496247,0.08496247,0.08496247,0.08496247,0.07075628,0.07074104,0.0849624
ham,I'm freezing and craving ice. Fml,"['im', 'freez', 'crave', 'ice', 'fml']",0.4003059,0.07073259,0.15123637,0.02865911,0.029579427,0.029579438,0.029579438,0.029579438,0.029579438,0.029579438,0.029579438,0.029579438,0.04142596,0.041425228,0.02957934
ham,Kay... Since we are out already ,"['kay', 'sinc', 'alreadi']",0.0029084478,0.003963165,0.0050109206,0.093571216,0.09550523,0.09550524,0.095505245,0.095505245,0.095505245,0.095505245,0.095505245,0.095505245,0.017499391,0.017499361,0.09550552
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,"['eh', 'sorri', 'leh', 'din', 'c', 'ur', 'msg', 'sad', 'alreadi', 'lar', 'watch', 'tv', 'u', 'still', 'offic']",0.035441585,0.14180388,0.008494611,0.07763237,0.07861236,0.07861231,0.07861231,0.07861231,0.07861231,0.07861231,0.07861231,0.07861231,0.0145585425,0.014558459,0.07861198
ham,Yo im right by yo work,"['yo', 'im', 'right', 'yo', 'work']",0.0034860265,0.0038804265,0.0048723607,0.09233547,0.0939984,0.09399862,0.09399855,0.09399857,0.09399857,0.09399857,0.09399857,0.09399857,0.024719765,0.024719141,0.09399846
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,"['ok', 'darlin', 'supos', 'ok', 'worri', 'muchi', 'film', 'stuff', 'mate', 'babysit', 'call', 'therexx']",0.0032471356,0.0038359985,0.0053732274,0.092335254,0.093033515,0.09303418,0.09303418,0.09303418,0.09303418,0.09303418,0.09303418,0.09303418,0.028950699,0.028950814,0.093034126
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","['said', 'u', 'mind', 'go', 'bedroom', 'minut', 'ok', 'sed', 'sexi', 'mood', 'came', 'minut', 'latr', 'wid', 'caken', 'wife']",0.009840862,0.36755732,0.39081553,0.019247366,0.019274501,0.019274501,0.019274501,0.019274501,0.019274501,0.019274501,0.019274501,0.019274501,0.019534295,0.019534348,0.019274507
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,"['wake', 'sinc', 'check', 'stuff', 'saw', 'true', 'avail', 'space', 'pl', 'call', 'embassi', 'send', 'mail']",0.0040746,0.011199093,0.01694668,0.043147143,0.10002342,0.10002328,0.10002326,0.10002326,0.10002326,0.10002326,0.10002326,0.10002326,0.012207497,0.0122073945,0.10003125
ham,Nope... Juz off from work...,"['nope', 'juz', 'work']",0.0046867793,0.0058907922,0.007980871,0.057775468,0.06025531,0.060256187,0.060256187,0.06025618,0.06025618,0.06025618,0.06025618,0.06025618,0.19068147,0.1906817,0.060254537
ham,Huh so fast... Dat means u havent finished painting?,"['huh', 'fast', 'dat', 'mean', 'u', 'havent', 'finish', 'paint']",0.0037388876,0.0038994951,0.004890272,0.083578855,0.096214876,0.09621488,0.09621488,0.09621488,0.09621488,0.09621488,0.09621488,0.09621488,0.018979022,0.018978845,0.09621554
ham, what number do u live at? Is it 11?,"['number', 'u', 'live']",0.018633185,0.0042267917,0.003837354,0.09993515,0.093830206,0.093830444,0.093830444,0.093830444,0.093830444,0.093830444,0.093830444,0.093830444,0.014443672,0.014443355,0.09383719
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore","['put', 'parti', 'day', 'week', 'studi', 'lightli', 'think', 'need', 'draw', 'custom', 'checkbox', 'know', 'hardcor']",0.0043246266,0.004046365,0.0048641334,0.09894941,0.09366608,0.09366669,0.09366669,0.09366669,0.09366669,0.09366669,0.09366669,0.09366669,0.022406373,0.022405038,0.09367119
ham,Sac will score big hundred.he is set batsman:-),"['sac', 'score', 'big', 'hundredh', 'set', 'batsman']",0.6123184,0.024415238,0.022384157,0.029005552,0.02895949,0.028959462,0.028959462,0.028959462,0.028959462,0.028959462,0.028959462,0.028959462,0.02562084,0.025620755,0.028959408
ham,Send me yetty's number pls.,"['send', 'yetti', 'number', 'pl']",0.004301036,0.003969666,0.004306349,0.096961096,0.09515799,0.09515799,0.09515798,0.09515798,0.09515798,0.09515798,0.09515798,0.09515798,0.017018342,0.017018355,0.09516139
ham,How much it will cost approx . Per month.,"['much', 'cost', 'approx', 'per', 'month']",0.014870124,0.004101502,0.004996511,0.08127579,0.0843939,0.08439731,0.08439728,0.08439728,0.08439728,0.08439728,0.08439728,0.08439728,0.06760426,0.06758413,0.08439274
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,"['ok', 'theori', 'test', 'ü', 'go', 'book', 'think', 'may', 'coz', 'thought', 'wanna', 'go', 'jiayin', 'isnt', 'free']",0.007052985,0.0037676843,0.004622294,0.07634362,0.082993165,0.082993515,0.082993574,0.08299356,0.08299356,0.08299356,0.08299356,0.08299356,0.08064286,0.08062821,0.08299422
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P","['contact', 'date', 'servic', 'someon', 'know', 'find', 'call', 'land', 'line', 'poboxwtgp']",0.00874002,0.0042447126,0.0038835132,0.118316375,0.09385289,0.093853936,0.093853936,0.093853936,0.093853936,0.093853936,0.093853936,0.093853936,0.010064821,0.010064635,0.09385559
ham,"That's fine, have him give me a call if he knows what he wants or has any questions","['that', 'fine', 'give', 'call', 'know', 'want', 'question']",0.005227181,0.0035989967,0.0045325663,0.09218235,0.09420876,0.0942091,0.0942091,0.09420909,0.09420909,0.09420909,0.09420909,0.09420909,0.023287496,0.023286758,0.09421219
ham,"Sorry, got a late start, we're on the way","['sorri', 'got', 'late', 'start', 'way']",0.0044765277,0.0034470195,0.004398136,0.09333289,0.095140345,0.095140845,0.09514086,0.09514086,0.09514086,0.09514086,0.09514086,0.09514086,0.019039247,0.019038877,0.09514096
ham,Then u go back urself lor...,"['u', 'go', 'back', 'urself', 'lor']",0.7298963,0.01712884,0.017136062,0.01982551,0.019847304,0.019847294,0.019847294,0.019847294,0.019847294,0.019847294,0.019847294,0.019847294,0.018693788,0.018693779,0.019847294
ham,I AM AT THE GAS STATION. GO THERE.,"['ga', 'station', 'go']",0.6547535,0.03625151,0.0192917,0.024285818,0.024331195,0.024331208,0.024331208,0.024331208,0.024331208,0.024331208,0.024331208,0.024331208,0.023218296,0.023218283,0.024331208
ham,"K, if u bored up just come to my home..","['k', 'u', 'bore', 'come', 'home']",0.0035943103,0.0033487864,0.0043650735,0.09268098,0.094831176,0.094831206,0.094831206,0.09483119,0.09483119,0.09483119,0.09483119,0.09483119,0.021265253,0.021264665,0.09483133
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,"['babe', 'love', 'cover', 'face', 'kiss']",0.007218266,0.040275875,0.0075510084,0.057615742,0.06009064,0.06009097,0.060090937,0.060090937,0.060090937,0.060090937,0.060090937,0.060090937,0.1732598,0.17326127,0.06009081
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome","['like', 'made', 'throw', 'smoke', 'friend', 'car', 'one', 'time', 'awesom']",0.34792888,0.0137175955,0.013278494,0.05923555,0.05947586,0.05947586,0.05947586,0.05947586,0.05947586,0.05947586,0.05947586,0.05947586,0.015278309,0.01527822,0.0594761
ham,Still i have not checked it da. . .,"['still', 'check', 'da']",0.0035937952,0.004088193,0.0048228838,0.09592859,0.09490059,0.09490077,0.09490076,0.09490077,0.09490077,0.09490077,0.09490077,0.09490077,0.018729929,0.018729452,0.094901174
